CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Analysis Neighborhood,Police District,Latitude,Longitude,Point,point_geom,Source,data_as_of,data_loaded_at,Year,Month,DayOfWeek,Location,lat_round,lon_round
101001890982,2025-05-08 16:20:15,05/09/2025 08:41:50 AM,05/09/2025 08:41:50 AM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 1906,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION MISSION ST, 9TH ST, SAN FRANCISCO, CA 94103",MISSION ST,6,South of Market,South of Market,SOUTHERN,37.7762305281,-122.4147111681,"(37.7762305281, -122.4147111681)",POINT (-122.414711168 37.776230528),Phone,2025/05/19 01:00:00 AM,2025/05/19 02:52:31 AM,2025,5,Thursday,"37.7762305281,-122.4147111681",37.776,-122.415
101001891469,2025-05-08 17:53:09,05/09/2025 09:55:05 AM,05/09/2025 09:55:05 AM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 1907,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,2025/05/19 01:00:00 AM,2025/05/19 02:52:31 AM,2025,5,Thursday,"37.7795669862,-122.398060014",37.78,-122.398
101001900924,2025-05-10 18:13:33,05/13/2025 12:00:00 AM,05/13/2025 01:42:52 PM,Closed,Case Resolved - condition restored.  jd 5.13.25  -,PW - Street Use and Mapping,Damage Property,traffic_signal,,"952 FOLSOM ST, SAN FRANCISCO, CA 94107",FOLSOM ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.77943137792514,-122.40464146530049,"(37.77943137792514, -122.40464146530047)",POINT (-122.404641465 37.779431378),Mobile,2025/05/23 01:00:00 AM,2025/05/23 02:55:58 AM,2025,5,Saturday,"37.77943137792514,-122.40464146530049",37.779,-122.405
101001921591,2025-05-14 16:36:55,05/27/2025 10:50:55 AM,05/27/2025 10:50:55 AM,Closed,Case Resolved - Please refer to TSS complaint report #1998.  Re-aimed vehicle signals.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION HARRISON ST, 5TH ST, SAN FRANCISCO, CA 94107",HARRISON ST,6,South of Market,South of Market,SOUTHERN,37.7790321755,-122.401843247,"(37.7790321755, -122.401843247)",POINT (-122.401843247 37.779032175),Phone,2025/06/06 01:00:00 AM,2025/06/06 02:56:12 AM,2025,5,Wednesday,"37.7790321755,-122.401843247",37.779,-122.402
101001962854,2025-05-22 11:13:14,05/27/2025 11:23:16 AM,05/27/2025 11:23:16 AM,Closed,Case Resolved - Please refer to TSS complaint report #2076.  Re-lamped.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 7TH ST, BRYANT ST, SAN FRANCISCO, CA 94103",7TH ST,6,South of Market,South of Market,SOUTHERN,37.7742809188,-122.4047486028,"(37.7742809188, -122.4047486028)",POINT (-122.404748603 37.774280919),Phone,2025/06/06 01:00:00 AM,2025/06/06 02:56:12 AM,2025,5,Thursday,"37.7742809188,-122.4047486028",37.774,-122.405
101001929372,2025-05-16 09:25:15,05/19/2025 10:00:36 AM,05/19/2025 10:00:47 AM,Closed,Cancelled - Maximo Service Request has been cancelled. Memo:Please provide pole number(s) and/or pictures      Add'l Notes:     Please provide pole number(s) and/or pictures,PUC - Electric Power,Damage Property,traffic_signal,,"305 MINNA ST, SAN FRANCISCO, CA 94103",MINNA ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.78381694892853,-122.40374464541677,"(37.78381694892853, -122.40374464541675)",POINT (-122.403744645 37.783816949),Mobile,2025/05/29 01:00:00 AM,2025/05/29 02:54:36 AM,2025,5,Friday,"37.78381694892853,-122.40374464541677",37.784,-122.404
101001952441,2025-05-20 15:25:41,05/21/2025 12:25:10 PM,05/21/2025 12:25:10 PM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 2051,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION BRYANT ST, 5TH ST, SAN FRANCISCO, CA 94107",BRYANT ST,6,South of Market,South of Market,SOUTHERN,37.7777990131,-122.4002979173,"(37.7777990131, -122.4002979173)",POINT (-122.400297917 37.777799013),Phone,2025/05/31 01:00:00 AM,2025/05/31 02:53:22 AM,2025,5,Tuesday,"37.7777990131,-122.4002979173",37.778,-122.4
101001969947,2025-05-23 14:02:40,05/27/2025 07:34:29 AM,05/27/2025 07:34:29 AM,Closed,"Case Resolved - Please refer to TSS complaint report #2129.  Restored three color operation, troubleshoot.  Filed request for additional investigation.",MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 8TH ST, BRANNAN ST, SAN FRANCISCO, CA 94103",8TH ST,6,Showplace Square,South of Market,SOUTHERN,37.7712964638,-122.4054247274,"(37.7712964638, -122.4054247274)",POINT (-122.405424727 37.771296464),Phone,2025/06/06 01:00:00 AM,2025/06/06 02:56:12 AM,2025,5,Friday,"37.7712964638,-122.4054247274",37.771,-122.405
101001970013,2025-05-23 14:12:29,05/27/2025 07:34:02 AM,05/27/2025 07:34:02 AM,Closed,"Case Resolved - Please refer to TSs complaint report #2129.  Restored three color operation, troubleshoot.  Filed request for additional investigation.",MTA - Traffic Signal,Damage Property,traffic_signal,,"900 BRANNAN ST, SAN FRANCISCO, CA 94103",BRANNAN ST,6,SHOWPLACE SQUARE,South of Market,SOUTHERN,37.77134072515632,-122.40549109876156,"(37.771340725156314, -122.40549109876157)",POINT (-122.405491099 37.771340725),Mobile,2025/06/06 01:00:00 AM,2025/06/06 02:56:12 AM,2025,5,Friday,"37.77134072515632,-122.40549109876156",37.771,-122.405
101001974605,2025-05-24 14:07:10,05/27/2025 07:34:43 AM,05/27/2025 07:34:43 AM,Closed,"Case Resolved - Please refer to TSs complaint report #2129.  Restored three color operation, troubleshoot.  Filed request for additional investigation.",MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION BRANNAN ST, 8TH ST, SAN FRANCISCO, CA 94103",BRANNAN ST,6,Showplace Square,South of Market,SOUTHERN,37.7712964638,-122.4054247274,"(37.7712964638, -122.4054247274)",POINT (-122.405424727 37.771296464),Phone,2025/06/06 01:00:00 AM,2025/06/06 02:56:12 AM,2025,5,Saturday,"37.7712964638,-122.4054247274",37.771,-122.405
101001977150,2025-05-25 09:21:39,05/27/2025 07:40:25 AM,05/27/2025 07:40:25 AM,Closed,Case Resolved - Please refer to TSS complaint report #2130.  Repaired and re-aimed vehicle signal.,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION 3RD ST, HARRISON ST, SAN FRANCISCO, CA 94107",3RD ST,6,South of Market,South of Market,SOUTHERN,37.7825535578,-122.3973856502,"(37.7825535578, -122.3973856502)",POINT (-122.39738565 37.782553558),Phone,2025/06/06 01:00:00 AM,2025/06/06 02:56:12 AM,2025,5,Sunday,"37.7825535578,-122.3973856502",37.783,-122.397
101001999150,2025-05-29 11:08:38,05/30/2025 11:03:45 AM,05/30/2025 11:03:45 AM,Closed,Case Resolved - Please refer to TSS complaint report #2203.  No problem found.  PCO manually controlling traffic because of construction.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION BRYANT ST, 3RD ST, SAN FRANCISCO, CA 94107",BRYANT ST,6,South of Market,South of Market,SOUTHERN,37.7813211115,-122.3958434558,"(37.7813211115, -122.3958434558)",POINT (-122.395843456 37.781321111),Phone,2025/06/09 01:00:00 AM,2025/06/09 02:54:28 AM,2025,5,Thursday,"37.7813211115,-122.3958434558",37.781,-122.396
101002016134,2025-06-01 12:17:33,06/06/2025 05:00:42 PM,06/06/2025 05:00:42 PM,Closed,Case Transferred - Per process - cases are closed 5 days after assignment.,311 - Service Request Hold,Damage Property,traffic_signal,,"INTERSECTION MARKET ST, STOCKTON ST, SAN FRANCISCO, CA 94102",MARKET ST,6,South of Market,South of Market,TENDERLOIN,37.7857438394,-122.4058310695,"(37.7857438394, -122.4058310695)",POINT (-122.405831069 37.785743839),Phone,2025/06/16 01:00:00 AM,2025/06/16 02:56:41 AM,2025,6,Sunday,"37.7857438394,-122.4058310695",37.786,-122.406
101002044712,2025-06-06 05:43:43,06/09/2025 12:14:41 PM,06/09/2025 12:14:41 PM,Closed,Case Resolved - This case was assigned to Traffic Signal Complaint TSIG 2350,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION MISSION ST, 9TH ST, SAN FRANCISCO, CA 94103",MISSION ST,6,South of Market,South of Market,SOUTHERN,37.7762305281,-122.4147111681,"(37.7762305281, -122.4147111681)",POINT (-122.414711168 37.776230528),Phone,2025/06/19 01:00:00 AM,2025/06/19 02:54:34 AM,2025,6,Friday,"37.7762305281,-122.4147111681",37.776,-122.415
101002044819,2025-06-06 06:40:24,06/10/2025 11:10:37 AM,06/10/2025 11:10:37 AM,Closed,"Case Resolved - Please refer to TSS complaint report #2315.  PG&E power outage, PG&E to restore power.",MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION 8TH ST, HARRISON ST, SAN FRANCISCO, CA 94103",8TH ST,6,South of Market,South of Market,SOUTHERN,37.7737595993,-122.4085162979,"(37.7737595993, -122.4085162979)",POINT (-122.408516298 37.773759599),Phone,2025/06/20 01:00:00 AM,2025/06/20 02:54:28 AM,2025,6,Friday,"37.7737595993,-122.4085162979",37.774,-122.409
101002041480,2025-06-05 12:37:28,06/10/2025 11:07:04 AM,06/10/2025 11:07:04 AM,Closed,Case Resolved - Please refer to TSS complaint report #2310.  Intersection operating as per program.,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION FOLSOM ST, 5TH ST, SAN FRANCISCO, CA 94103",FOLSOM ST,6,South of Market,South of Market,SOUTHERN,37.780265065,-122.4033872372,"(37.780265065, -122.4033872372)",POINT (-122.403387237 37.780265065),Phone,2025/06/20 01:00:00 AM,2025/06/20 02:54:28 AM,2025,6,Thursday,"37.780265065,-122.4033872372",37.78,-122.403
101002078591,2025-06-12 07:39:52,06/17/2025 12:59:50 PM,06/17/2025 12:59:50 PM,Closed,Case Resolved - TSIG25-2470,MTA - Signal,Damage Property,traffic_signal,,"100 RUSS ST, SAN FRANCISCO, CA 94103",RUSS ST,6,SOUTH OF MARKET,South of Market,SOUTHERN,37.778729101702005,-122.40823449539756,"(37.778729101702005, -122.40823449539755)",POINT (-122.408234495 37.778729102),Mobile,2025/06/24 01:00:00 AM,2025/06/24 02:55:17 AM,2025,6,Thursday,"37.778729101702005,-122.40823449539756",37.779,-122.408
101002105079,2025-06-17 08:17:41,06/17/2025 01:13:42 PM,06/17/2025 01:13:42 PM,Closed,Case Resolved - TSIG25-2471,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION HARRISON ST, 8TH ST, SAN FRANCISCO, CA 94103",HARRISON ST,6,South of Market,South of Market,SOUTHERN,37.7737595993,-122.4085162979,"(37.7737595993, -122.4085162979)",POINT (-122.408516298 37.773759599),Phone,2025/06/24 01:00:00 AM,2025/06/24 02:55:17 AM,2025,6,Tuesday,"37.7737595993,-122.4085162979",37.774,-122.409
101002119192,2025-06-19 15:07:18,06/20/2025 01:02:40 PM,06/20/2025 01:02:40 PM,Closed,Case Resolved -   TSIG25-2531,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",5TH ST,6,South of Market,South of Market,SOUTHERN,37.7777990131,-122.4002979173,"(37.7777990131, -122.4002979173)",POINT (-122.400297917 37.777799013),Phone,2025/06/24 01:00:00 AM,2025/06/24 02:55:17 AM,2025,6,Thursday,"37.7777990131,-122.4002979173",37.778,-122.4
101002119216,2025-06-19 15:10:49,06/20/2025 01:02:49 PM,06/20/2025 01:02:49 PM,Closed,Case Resolved -  TSIG25-2531,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, FOLSOM ST, SAN FRANCISCO, CA 94103",5TH ST,6,South of Market,South of Market,SOUTHERN,37.780265065,-122.4033872372,"(37.780265065, -122.4033872372)",POINT (-122.403387237 37.780265065),Phone,2025/06/24 01:00:00 AM,2025/06/24 02:55:17 AM,2025,6,Thursday,"37.780265065,-122.4033872372",37.78,-122.403
101002119222,2025-06-19 15:11:16,06/20/2025 01:03:01 PM,06/20/2025 01:03:01 PM,Closed,Case Resolved -  TSIG25-2531,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, HOWARD ST, SAN FRANCISCO, CA 94103",5TH ST,6,South of Market,South of Market,SOUTHERN,37.781499548,-122.4049333966,"(37.781499548, -122.4049333966)",POINT (-122.404933397 37.781499548),Phone,2025/06/24 01:00:00 AM,2025/06/24 02:55:17 AM,2025,6,Thursday,"37.781499548,-122.4049333966",37.781,-122.405
101002119223,2025-06-19 15:11:42,06/20/2025 01:03:11 PM,06/20/2025 01:03:12 PM,Closed,Case Resolved -  TSIG25-2531,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 5TH ST, FOLSOM ST, SAN FRANCISCO, CA 94103",5TH ST,6,South of Market,South of Market,SOUTHERN,37.780265065,-122.4033872372,"(37.780265065, -122.4033872372)",POINT (-122.403387237 37.780265065),Phone,2025/06/24 01:00:00 AM,2025/06/24 02:55:17 AM,2025,6,Thursday,"37.780265065,-122.4033872372",37.78,-122.403
101002121165,2025-06-20 05:15:04,06/20/2025 07:56:25 AM,06/20/2025 07:56:25 AM,Closed,Case Resolved - TSIG25-2514,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,2025/06/24 01:00:00 AM,2025/06/24 02:55:17 AM,2025,6,Friday,"37.7795669862,-122.398060014",37.78,-122.398
101002141432,2025-06-23 20:41:22,,06/23/2025 09:27:59 PM,Open,new,MTA - Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,2025/06/24 01:00:00 AM,2025/06/24 02:55:17 AM,2025,6,Monday,"37.7795669862,-122.398060014",37.78,-122.398
101002141431,2025-06-23 20:40:51,,06/23/2025 09:28:41 PM,Open,new,MTA - Traffic Signal,Damage Property,traffic_signal,,"INTERSECTION 4TH ST, BRYANT ST, SAN FRANCISCO, CA 94107",4TH ST,6,South of Market,South of Market,SOUTHERN,37.7795669862,-122.398060014,"(37.7795669862, -122.398060014)",POINT (-122.398060014 37.779566986),Phone,2025/06/24 01:00:00 AM,2025/06/24 02:55:17 AM,2025,6,Monday,"37.7795669862,-122.398060014",37.78,-122.398
